config,step,session_id,turns,reasoning_nonempty,content_nonempty,reasoning_exact,reasoning_near80,reasoning_near60,content_exact,content_near80,content_near60
16 GPU,2,d5fe4ba7-d2de-48a3-af2e-4292547b6a05,36,36,6,1,1,1,1,1,1
16 GPU,2,d4652fa3-4666-49c7-893c-44787b73c72b,37,37,7,1,1,1,1,1,1
16 GPU,2,05e28b06-02a3-4fa1-ac37-a506cddf1521,50,50,12,1,1,1,1,1,1
16 GPU,2,7f650910-f11d-4fe0-9883-380be448d571,22,22,7,1,1,1,1,1,1
16 GPU,2,6a13a769-dcc6-40c6-9750-d01a06e8c278,6,6,4,1,1,1,1,1,1
16 GPU,2,0e584e8e-d7f1-4d3e-a6d1-7860299d488b,9,9,2,1,1,1,1,1,1
16 GPU,2,dcef80c2-26f8-4268-af94-b2402bb0daf3,14,14,6,1,1,1,1,1,1
16 GPU,2,9b3d1076-c6d8-47f3-aa28-09158a945b7a,10,10,3,1,1,1,1,1,1
16 GPU,2,c31939b2-0876-4c4d-97cb-5797e2eb8024,20,20,15,1,1,1,1,1,1
16 GPU,2,05e2dbfc-3292-4156-a0bf-a73fafc5440f,14,14,8,1,1,1,1,1,1
16 GPU,2,59981ffa-39bc-45ac-9904-89093b98d9ab,10,10,6,1,1,1,1,1,1
16 GPU,2,369ed719-c9a9-45f0-b748-7802c9bfe21e,6,6,4,1,1,1,1,1,1
16 GPU,2,d05f397c-6be1-4594-8245-c424392dc10c,43,43,19,1,1,1,1,1,1
16 GPU,2,1e670411-a9c7-4a34-8a8d-9cc957af8fd7,16,16,4,1,1,1,1,1,1
16 GPU,2,28d8106f-352f-4af6-9ea1-81f2d2e739cf,17,17,5,1,1,1,1,1,1
16 GPU,2,a3fe50b2-1799-40c3-b62c-efa5102d22ac,9,9,6,1,1,1,1,1,1
16 GPU,2,bd10c1ef-525c-4071-95ab-e8ff0eec5db8,5,5,1,1,1,1,1,1,1
16 GPU,2,9b1db595-6e57-468e-9678-aca635dbbfae,6,6,2,1,1,1,1,1,1
16 GPU,2,867fd4c0-8740-48f4-bb45-b80cc7430ee5,5,5,3,1,1,1,1,1,1
16 GPU,2,02234b01-a760-416c-964b-0e1ed7bcb3e6,7,7,3,1,1,1,1,1,1
16 GPU,2,6f753882-10fc-44f4-92da-f1502d277ddf,35,35,5,1,1,1,1,1,1
16 GPU,2,195b7471-9062-4235-ae5d-9b68b502df04,5,5,3,1,1,1,1,1,1
16 GPU,2,2d19ee19-df9b-4374-8b07-1af318d77450,4,4,2,1,1,1,1,1,1
16 GPU,2,629aef77-d24f-4cae-ab11-31188b23fa7b,8,8,3,1,1,1,1,1,1
16 GPU,2,43517776-d6ee-4343-b3db-b4e60531c383,15,15,6,1,1,1,1,1,1
16 GPU,2,5ca21840-6fa0-4a18-81e9-d396f3d6a121,6,6,5,1,1,1,1,1,1
16 GPU,2,159f7611-d135-4f54-a43b-e5ef97b9ea69,19,19,8,1,1,1,1,1,1
16 GPU,2,a397103b-2ef1-4d90-b1fc-7c11074845b1,20,20,11,1,1,1,1,1,1
16 GPU,2,08552e02-dd71-4c94-845a-172fb0814983,5,5,4,1,1,1,1,1,1
16 GPU,2,01529e84-f23a-47df-9261-cebc4f16c05d,7,7,7,1,1,1,1,1,1
16 GPU,2,89b03ff2-bb0d-4337-b055-a0e385dd12b5,39,39,17,1,1,1,1,1,1
16 GPU,2,24f2b4ec-88fc-46fe-bc18-b500f9424f74,24,24,5,1,1,1,1,1,1
16 GPU,3,d7d25fd4-69ff-4b77-aaac-73e14dcf723a,4,4,3,1,1,1,1,1,1
16 GPU,3,702c6e84-8b13-4e4c-98ba-ca202bedd01e,6,6,5,1,1,1,1,1,1
16 GPU,3,cfc57d70-bebb-41a2-a30e-7b5e54255e75,4,4,3,1,1,1,1,1,1
16 GPU,3,8012db64-4394-46d0-821c-c604742b0870,4,4,3,1,1,1,1,1,1
16 GPU,3,51a5f3b9-6a81-4256-bd37-485911968021,118,118,43,1,1,1,1,1,1
16 GPU,3,44813939-e428-42f7-b786-ab44842c8f16,29,29,8,1,1,1,1,1,1
16 GPU,3,8f91878d-1108-465b-9e4c-e76a0174eeac,14,14,9,1,1,1,1,1,1
16 GPU,3,8b61d2f2-1865-40fd-84b1-54eeeeb90ed3,111,111,43,1,1,1,1,1,1
16 GPU,3,bff3531f-e50d-49ea-b8c9-ad29879a0cba,48,48,16,1,1,1,1,1,1
16 GPU,3,fa868d4b-c346-4939-a421-b0e557b966f7,51,51,21,1,1,1,1,1,1
16 GPU,3,5185654a-b7a5-4501-9e0f-fa5030eae8a7,54,54,1,1,1,1,1,1,1
16 GPU,3,6bbbb32f-2c8a-441a-919f-c835a209e60b,19,19,8,1,1,1,1,1,1
16 GPU,3,eb55f5cc-2001-4b6f-a659-d67acc491e5c,18,18,5,1,1,1,1,1,1
16 GPU,3,428755f3-a3a9-467b-9363-14eb49625e7f,5,5,3,1,1,1,1,1,1
16 GPU,3,626774a0-2a15-45f2-a9ae-f8f356661fe9,11,11,7,1,1,1,1,1,1
16 GPU,3,958fcfd9-6c69-469b-a658-74bc1fb287ec,19,19,6,1,1,1,1,1,1
16 GPU,3,6e96332e-a6af-4958-bcc2-1302b8b350cc,38,38,11,1,1,1,1,1,1
16 GPU,3,fca89fd7-d5ab-489a-8303-e73e54e6d218,8,8,3,1,1,1,1,1,1
16 GPU,3,64af70dc-8eb5-4eaf-afba-736cb1ea4e26,6,6,3,1,1,1,1,1,1
16 GPU,3,8c65e80e-18ed-4404-a29d-8e8e9ebef880,2,2,2,1,1,1,1,1,1
16 GPU,3,95c0cccd-f4cc-44d9-bf87-ac3998f7fed9,11,11,6,1,1,1,1,1,1
16 GPU,3,8b805514-6f58-49b8-a340-aa3ad8f8c03e,19,19,6,1,1,1,1,1,1
16 GPU,3,720eadcf-5328-42ce-a60c-01ef7b95eaf1,14,14,3,1,1,1,1,1,1
16 GPU,3,aaa183ca-d5f1-4093-97d4-b8c087a7b11c,10,10,4,1,1,1,1,1,1
16 GPU,3,f2cba3b6-05f9-4ee0-932f-e8b0d4bda382,46,46,17,1,1,1,1,1,1
16 GPU,3,4e61b076-58c0-4131-a498-a586c9561d5b,6,6,2,1,1,1,1,1,1
16 GPU,3,64c5f860-6163-49d0-98d9-d23e367c2d0b,11,11,6,1,1,1,1,1,1
16 GPU,3,903513b6-40b1-4e12-8ddc-19078622425a,59,59,14,1,1,1,1,1,1
16 GPU,3,8ffbfa27-842b-43ee-bf03-14a359ec236f,50,50,21,1,1,1,1,1,1
16 GPU,3,83478e12-56d7-4818-929d-f1fe3f2e6956,27,27,13,1,1,1,1,1,1
16 GPU,3,cb80e358-e416-47f2-bb66-19913e5f6b85,21,21,10,1,1,1,1,1,1
16 GPU,3,10ceb144-ff9d-4e94-a8ef-35dc76c311b1,50,50,18,1,1,1,1,1,1
16 GPU,3,eea5f11a-39ed-4746-9ffb-9a0b6f431364,8,8,3,1,1,1,1,1,1
16 GPU,3,d7f1afbb-2c36-4280-a032-2177b2a18575,16,16,2,1,1,1,1,1,1
16 GPU,3,7bb15662-d72a-4dfe-bb53-85bf73739f4a,8,8,3,1,1,1,1,1,1
16 GPU,3,86d86555-3871-4981-8cad-3ca3186a1db5,14,14,3,1,1,1,1,1,1
16 GPU,3,d9af5fa4-adfa-48ef-b9ff-7b276d0253d6,11,11,4,1,1,1,1,1,1
16 GPU,3,fa8eefa2-d124-411d-976e-477ae1c4a0ad,22,22,4,1,1,1,1,1,1
16 GPU,3,678cce43-f3f9-44e5-a92c-5d40cb1227f7,11,11,8,1,1,1,1,1,1
16 GPU,3,15f4a790-eaf8-42f9-91bd-e1a6aeb719cd,8,8,3,1,1,1,1,1,1
16 GPU,3,909ac97b-57f2-4b6c-9d0c-2ae1761f851c,4,4,3,1,1,1,1,1,1
16 GPU,3,77510857-db0e-4a6d-b288-3428ec32266a,5,5,5,1,1,1,1,1,1
16 GPU,3,30efd514-93d3-419b-9f79-a66b033bc6cf,2,2,2,1,1,1,1,1,1
16 GPU,3,562f7b09-118f-4fa1-80aa-f9931a964312,10,10,4,1,1,1,1,1,1
16 GPU,3,68ed94da-169b-4715-aa3e-551511be3490,2,2,2,1,1,1,1,1,1
16 GPU,3,d42f4173-89cc-4358-8860-04831ceb02cb,5,5,2,1,1,1,1,1,1
16 GPU,3,466e6590-8148-4715-aa95-eae494479631,5,5,2,1,1,1,1,1,1
16 GPU,3,11c32f89-7530-498a-8da3-8a4a012f0a43,8,8,2,1,1,1,1,1,1
16 GPU,3,2b2e5069-60f2-4eda-a2e6-7df87249d02a,8,8,6,1,1,1,1,1,1
16 GPU,3,38365ab1-aa1e-4f2d-9d49-148a954aaa90,77,77,38,1,1,1,1,1,1
16 GPU,3,d996e0d3-20ff-40b8-a750-038a96c97557,111,111,38,1,1,1,1,1,1
16 GPU,3,b74b42d0-42e3-4590-9577-dad6720e8f9f,20,20,6,1,1,1,1,1,1
16 GPU,3,58271e11-563c-4e14-8a78-9c50986aa007,111,111,53,1,1,1,1,1,1
16 GPU,3,adddb7c5-af9d-4779-aa3b-53fc17b08a18,78,78,19,1,1,1,1,1,1
16 GPU,3,eaa0b084-ab6a-47fd-94a3-66b44dc7cf2e,13,13,4,1,1,1,1,1,1
16 GPU,3,839908be-fb1a-43d0-ac1c-465730dfae1a,27,27,6,1,1,1,1,1,1
16 GPU,3,264e1733-dc62-4c79-9ca3-0c653ebc0286,49,49,12,1,1,1,1,1,1
16 GPU,3,1057d0dd-b57d-4240-b8e9-9b72fdb3926d,4,4,2,1,1,1,1,1,1
16 GPU,3,6fd58096-cbc6-486e-a945-df59a14a4560,10,10,4,1,1,1,1,1,1
16 GPU,3,a41636c5-05b8-41ed-b487-87fa8b794c3c,9,9,3,1,1,1,1,1,1
16 GPU,3,e371ecc9-f255-42bb-a20f-707d20208117,6,6,4,1,1,1,1,1,1
16 GPU,3,523e1c67-21c0-4fb3-98bf-468d4fe19906,5,5,2,1,1,1,1,1,1
16 GPU,3,4248345b-c62f-4c22-8b7d-c06f3a8def54,9,9,2,1,1,1,1,1,1
16 GPU,3,e6d5c124-58f6-44cf-94c9-9e8278fed236,12,12,2,1,1,1,1,1,1
16 GPU,3,5b2ee803-9e8c-4b01-85c7-ba2f2771bc29,30,30,7,1,1,1,1,1,1
16 GPU,3,a2fed9e7-8f94-4f52-b95b-fbd98c7d343b,9,9,2,1,1,1,1,1,1
16 GPU,3,b0f6f524-693d-4e8d-bee4-5f606ac2291d,7,7,4,1,1,1,1,1,1
16 GPU,3,2811f668-b74d-4790-9d63-d516b57b4a7d,8,8,2,1,1,1,1,1,1
16 GPU,3,a057c509-7d45-42a0-a9a0-df3a3725315b,37,37,11,1,1,1,1,1,1
16 GPU,3,c46b7214-0675-469d-b486-9e7ced85013d,14,14,4,1,1,1,1,1,1
16 GPU,3,99b4025c-7171-4c3b-af3c-df84b309d419,31,31,13,1,1,1,1,1,1
16 GPU,3,6c7d87ec-c04b-431e-9471-7027e9a87cc5,8,8,2,1,1,1,1,1,1
16 GPU,3,e6e78a06-7f21-4d4e-948d-b7fdaeb9d0a6,4,4,4,1,1,1,1,1,1
16 GPU,3,c01093eb-3555-4734-a39f-5b4e46b26544,36,36,11,1,1,1,1,1,1
16 GPU,3,83b53d0f-e5e3-4300-acac-9ad7992c0ffe,26,26,10,1,1,1,1,1,1
16 GPU,3,522b6a2c-25d7-4e26-906f-d758e9976d73,48,48,18,1,1,1,1,1,1
16 GPU,3,182ef3c3-8174-4a4c-a39d-d10b5b35a8fa,42,42,18,1,1,1,1,1,1
16 GPU,3,163a8b2f-9ab5-4bd6-96fe-b497717eb469,58,58,12,1,1,1,1,1,1
16 GPU,3,63522854-ee25-449d-8213-f28e0207d9d3,61,61,35,1,1,1,1,1,1
16 GPU,3,36c5731e-3885-4e63-a9c1-6c77c66c85fc,27,27,18,1,1,1,1,1,1
16 GPU,3,93637a7c-9d02-42ff-9b6f-36c1cf79e300,4,4,3,1,1,1,1,1,1
16 GPU,3,3653bc31-d361-4192-b99b-a9049b5ef636,40,40,8,1,1,1,1,1,1
16 GPU,3,bf80fbbd-7c1b-4e27-993b-6aa8535bb192,35,35,9,1,1,1,1,1,1
16 GPU,3,853a42e0-06a3-4f59-96e8-ebb4c3a375fb,17,17,10,1,1,1,1,1,1
16 GPU,3,0c6f7ebe-ee27-4939-a9c7-4a602da308d2,66,66,34,1,1,1,1,1,1
16 GPU,3,e8220109-f6da-42d0-9d07-6c820a739a0f,4,4,3,1,1,1,1,1,1
16 GPU,3,3be44d04-3a64-426e-b040-d37030b9624e,4,4,3,1,1,1,1,1,1
16 GPU,3,4b5574df-e541-4734-a0bd-8a9f31ea614d,6,6,6,1,1,1,1,1,1
16 GPU,3,bcdb7bdf-1795-48cc-9e03-0ccdecf45827,4,4,2,1,1,1,1,1,1
16 GPU,3,0fe14bbd-48ab-4d19-bb60-2971fc099ad4,8,8,2,1,1,1,1,1,1
16 GPU,3,bb771c8f-97b0-4e8a-ae3a-2aef9ad23792,5,5,2,1,1,1,1,1,1
16 GPU,3,2c52de02-ab42-4b22-b653-67eedb5346f7,10,10,2,1,1,1,1,1,1
16 GPU,3,c547dd35-155e-40d1-8611-547883735591,5,5,2,1,1,1,1,1,1
16 GPU,3,508c4389-bf9e-4edc-a55d-062e1f179c41,4,4,2,1,1,1,1,1,1
16 GPU,3,d827172a-fe6f-4990-8189-37a7ff9600be,5,5,2,1,1,1,1,1,1
16 GPU,3,3f44721b-b791-4c7e-b250-3f281583833e,5,5,2,1,1,1,1,1,1
16 GPU,3,91a06296-622b-459f-8508-af41a24ea312,4,4,4,1,1,1,1,1,1
16 GPU,3,5c51f175-b916-4407-b3c9-6c6a46b6f30d,4,4,3,1,1,1,1,1,1
16 GPU,3,4970a02b-d5d9-4741-bcdd-b73b4208031a,4,4,4,1,1,1,1,1,1
16 GPU,3,35b9d55c-6c5d-48a8-a483-701752f005c0,4,4,4,1,1,1,1,1,1
16 GPU,3,3baac90c-fc60-4ae7-8b08-a9a2897841a7,5,5,4,1,1,1,1,1,1
16 GPU,3,e93b96c1-d65e-4b50-bd5d-ea72f5c45397,4,4,3,1,1,1,1,1,1
16 GPU,3,88572bb2-cd1e-4aea-aa01-0fad17156d2f,34,34,33,1,1,1,1,1,2
16 GPU,3,804e13a6-f413-43fe-a706-1cc0e2122287,13,13,7,1,1,1,1,1,1
16 GPU,3,b57d9175-a110-4fbc-8e68-24515ede71a3,57,57,6,1,1,2,1,1,1
16 GPU,3,a26ccb40-6904-45c1-ab29-469c0bc38b8c,5,5,2,1,1,1,1,1,1
16 GPU,3,f5f3afa1-e68d-4d46-a9f1-71c2edbe50af,6,6,2,1,1,1,1,1,1
16 GPU,3,df30659d-0d3d-4ef9-b7de-76ba32d2a2ee,5,5,2,1,1,1,1,1,1
16 GPU,3,6c152209-e175-41a8-a1f4-10acf83895d2,5,5,2,1,1,1,1,1,1
16 GPU,3,d4db92f0-78b3-4594-9972-3667911ecb61,5,5,3,1,1,1,1,1,1
16 GPU,3,9ed59e0b-7311-4264-8479-864b6ee2c428,5,5,2,1,1,1,1,1,1
16 GPU,3,8518976b-436f-48b2-bdc7-d4d6fe633dc1,11,11,2,1,1,1,1,1,1
16 GPU,3,ebe809c6-278c-42cf-8f98-7db1c9e95e6b,20,20,5,1,1,1,1,1,1
16 GPU,3,7fbf7ceb-c0c1-4a7e-bf0e-8bcb217a5f06,36,36,5,1,1,1,1,1,1
16 GPU,3,8a49eb51-c368-4b83-8928-a1132e97509f,29,29,11,1,1,1,1,1,1
16 GPU,3,d0c903b1-ff5d-47f5-bd90-e3e56bef62d9,15,15,5,1,1,1,1,1,1
16 GPU,3,b386d664-246b-4953-a27b-c1119517e4a1,33,33,23,1,1,1,1,1,1
16 GPU,3,4444a8e5-ce68-4dc5-947a-9bed2597ee26,4,4,3,1,1,1,1,1,1
16 GPU,3,25ce2463-c6b9-4b06-97be-5e648032f95b,27,27,15,1,1,1,1,1,1
16 GPU,3,d52163af-6f11-4f33-8605-154ff4c1f229,45,45,12,1,1,1,1,1,1
16 GPU,3,bd1b645c-6ce0-4aae-a001-6d804f643192,5,5,3,1,1,1,1,1,1
16 GPU,3,11958c63-c05b-441b-972c-dbc0054e01d8,5,5,2,1,1,1,1,1,1
16 GPU,3,125e9d12-fda3-40db-b3a8-238c59fddd16,5,5,2,1,1,1,1,1,1
16 GPU,3,a341f255-541b-40f6-a55a-028e3c40a546,5,5,3,1,1,1,1,1,1
16 GPU,3,b48ab38d-739a-493f-8330-edff0f98e72a,5,5,2,1,1,1,1,1,1
16 GPU,3,2e457954-af4a-47ee-aaee-bc9d82b3eb0f,5,5,2,1,1,1,1,1,1
16 GPU,3,bca12119-56d1-472b-9273-f74886d9ea4b,5,5,3,1,1,1,1,1,1
16 GPU,3,59d81c85-318a-48ed-bb62-883268f89ed6,5,5,2,1,1,1,1,1,1
16 GPU,4,b33fad32-cdfe-4fe9-ac28-4363da3d5f95,4,4,2,1,1,1,1,1,1
16 GPU,4,df581979-8a2f-42f4-bb34-37f7683201e9,8,8,3,1,1,1,1,1,1
16 GPU,4,01a3377a-f827-4762-84c6-cb2de802e378,5,5,2,1,1,1,1,1,1
16 GPU,4,781002c5-f7b8-4dfa-9ca9-bce8b87deaee,4,4,2,1,1,1,1,1,1
16 GPU,4,10b30dfb-a3d3-4e04-83a5-d6932c415fc6,6,6,4,1,1,1,1,1,1
16 GPU,4,dbc8d71c-deae-4462-b452-2bc0bbced4ef,9,9,2,1,1,1,1,1,1
16 GPU,4,25130aa7-6016-4130-8d1f-9da4682580ce,6,6,2,1,1,1,1,1,1
16 GPU,4,cb45b6d2-6176-4986-b292-260544ee079c,6,6,3,1,1,1,1,1,1
16 GPU,4,7bacd6a4-43b7-4040-9287-68bf9698f49b,6,6,2,1,1,1,1,1,1
16 GPU,4,820345d1-5f3b-4596-aabe-8c1a23f6dc5f,11,11,2,1,1,1,1,1,1
16 GPU,4,edaa90ee-e349-4df5-b2eb-077f7e5d3c87,11,11,2,1,1,1,1,1,1
16 GPU,4,6f069988-a9a2-4124-b5de-0cc026ab2f8b,25,25,19,1,1,1,1,1,1
16 GPU,4,6e96089d-dfb7-4f4b-b8cd-b16537c4b4b8,4,4,2,1,1,1,1,1,1
16 GPU,4,91d668c5-0690-4847-8769-5d062a63b892,12,12,3,1,1,1,1,1,1
16 GPU,4,e15319b5-91af-498e-b364-602429f5e53b,10,10,3,1,1,1,1,1,1
16 GPU,4,2d68f1b1-3066-488a-8cd5-745d506bda45,40,40,8,1,1,1,1,1,1
16 GPU,4,ec0d6523-325b-411e-b148-cd5f0a4a18bf,2,2,2,1,1,1,1,1,1
16 GPU,4,2720075f-4550-4767-86ff-9b4cae2417bd,5,5,2,1,1,1,1,1,1
16 GPU,4,b6175132-3f25-4db7-9f6c-86dad2bb2549,9,9,6,1,1,1,1,1,1
16 GPU,4,1bca1c5c-8ef4-42a7-a551-684b6be1dd24,5,5,3,1,1,1,1,1,1
16 GPU,4,35182747-c16b-4a20-b46f-c85ed5fede4d,5,5,2,1,1,1,1,1,1
16 GPU,4,382130b2-dcc8-4e64-8132-fdde118ee0b6,8,8,3,1,1,1,1,1,1
16 GPU,4,ccadb9ce-30c0-49bc-ba49-da4548080a1b,7,7,2,1,1,1,1,1,1
16 GPU,4,3849a50e-4150-428b-a42c-3b3efa517210,4,4,4,1,1,1,1,1,1
16 GPU,4,51c309de-f7b0-49c6-956f-d39598d76f59,8,8,4,1,1,1,1,1,1
16 GPU,4,2d4398d0-3b10-49a7-8c96-3d742ae11c88,5,5,2,1,1,1,1,1,1
16 GPU,4,7290c928-06ca-4fa9-ab0f-0343f7d5454c,4,4,2,1,1,1,1,1,1
16 GPU,4,39842aa1-9406-40eb-b616-2112394eda53,5,5,1,1,1,1,1,1,1
16 GPU,4,31947c6f-e716-452f-9eca-49803996ccca,11,11,7,1,1,1,1,1,1
16 GPU,4,63b0474f-4804-484e-9439-846ca1d0d381,5,5,2,1,1,1,1,1,1
16 GPU,4,028d7b5b-50d1-453f-85e9-1a5408999765,5,5,2,1,1,1,1,1,1
16 GPU,4,1f47a44e-9163-44e4-bcbe-26ced359817b,8,8,3,1,1,1,1,1,1
16 GPU,4,b93314a3-d829-496b-bfa7-63134244037b,29,29,6,1,1,1,1,1,1
16 GPU,4,15f7967e-177f-4622-8bcc-3f97c9a6c240,23,23,9,1,1,1,1,1,1
16 GPU,4,315e58f1-a456-4dbd-98bf-a24df8d6ab60,7,7,4,1,1,1,1,1,1
16 GPU,4,9bb88213-2e34-41f9-9651-e2b61706c02b,17,17,3,1,1,1,1,1,1
16 GPU,4,7d71dea7-bbfa-4589-b460-9576bb8e27c0,10,10,4,1,1,1,1,1,1
16 GPU,4,3b9c94b4-597a-4d1a-a8b6-b63b89a4daaf,17,17,8,1,1,1,1,1,1
16 GPU,4,1d721da1-57cc-4c07-9449-de8af09e22e3,24,24,6,1,1,1,1,1,1
16 GPU,4,91c752d8-c9d4-415f-b74e-e2ab060418b7,4,4,4,1,1,1,1,1,1
16 GPU,4,fac342d5-5f8c-4f65-ba55-ec0fdd486b2f,45,45,25,1,1,1,1,1,1
16 GPU,4,1d008e72-f71d-4205-a81b-9af2dc475666,114,114,49,1,1,2,1,1,1
16 GPU,4,632e3984-a062-4887-9a9b-88707411bbe9,4,4,4,1,1,1,1,1,1
16 GPU,4,4b0756d2-d86e-45a9-abdd-1e5987f4806d,34,34,16,1,1,1,1,1,1
16 GPU,4,a7a109c4-5d51-4a67-ba2f-1062bd6d944f,5,5,5,1,1,1,1,1,1
16 GPU,4,314eeb2b-22a1-4109-88ff-70dc0b894ebf,7,7,3,1,1,1,1,1,1
16 GPU,4,2f5839e2-c1b8-4698-85b6-f8669a253e81,36,36,8,1,1,1,1,1,1
16 GPU,4,e3888142-89b8-4b8c-9f9c-b3c057f91f70,38,38,12,1,1,1,1,1,1
16 GPU,4,eccfb668-cf99-4c95-9089-bca7ede36f54,6,6,3,1,1,1,1,1,1
16 GPU,4,0378f828-78d8-473c-bfe5-550770900ade,31,31,6,1,1,1,1,1,1
16 GPU,4,9a699686-78ce-4980-9a9b-759151845b56,19,19,10,1,1,1,1,1,1
16 GPU,4,6ce2e0e7-17b7-4d79-ae5a-2addb68d8a04,5,5,2,1,1,1,1,1,1
16 GPU,4,d3f8ed69-e3a5-4303-a256-2b21355ca002,5,5,2,1,1,1,1,1,1
16 GPU,4,eaef1e5f-2eca-4076-b4da-109c10a610a6,8,8,3,1,1,1,1,1,1
16 GPU,4,fdc8b092-9089-4825-871d-f4fd872046c6,29,29,10,1,1,1,1,1,1
16 GPU,4,2d470151-9235-4756-a194-8879b44aae6f,11,11,2,1,1,1,1,1,1
16 GPU,4,8a121838-8814-4b6b-8bf4-62089c98a25e,14,14,2,1,1,1,1,1,1
16 GPU,4,8aa0be8b-b7f1-4fce-9ee4-4c72adf366ef,16,16,3,1,1,1,1,1,1
16 GPU,4,16925599-a695-4cdd-9b3b-8eb0f0ce7749,7,7,2,1,1,1,1,1,1
16 GPU,4,b33ffad7-63cd-4a87-9886-c8979872eaeb,6,6,2,1,1,1,1,1,1
16 GPU,4,8239d236-413f-46bb-bca3-b86ad8425cd6,7,7,2,1,1,1,1,1,1
16 GPU,4,8da33a79-1d14-4fe8-a541-3bb721e16208,6,6,3,1,1,1,1,1,1
16 GPU,4,4afcfc12-98a4-49cc-a8c5-eeebe67ddbf1,21,21,5,1,1,1,1,1,1
16 GPU,4,858d5319-3bd2-4edf-8f7a-c6f9062920d6,13,13,6,1,1,1,1,1,1
16 GPU,4,7ee7f248-db7e-4693-9cf9-bd120e26ae56,10,10,3,1,1,1,1,1,1
16 GPU,4,a81266bf-12ce-4f08-9c5b-d7e164616af6,9,9,5,1,1,1,1,1,1
16 GPU,4,2ae7b8da-8968-41bc-84b7-a26c1454d02a,3,3,2,1,1,1,1,1,1
16 GPU,4,3e3ca225-b4c0-4610-a430-fcbd4ec18483,10,10,2,1,1,1,1,1,1
16 GPU,4,dc0fb80c-7cf0-41d2-bb72-7edbd63acb7b,6,6,3,1,1,1,1,1,1
16 GPU,4,cb4eb65d-ec24-4f75-90ff-f1c68aabf722,9,9,4,1,1,1,1,1,1
16 GPU,4,9e6b212b-c5bb-4ddd-91b8-c171f5f98f43,50,50,12,1,1,1,1,1,1
16 GPU,4,23a21d1f-c558-40b7-a1a9-9fd3b2d4630b,34,34,10,1,1,1,1,1,1
16 GPU,4,15399233-70e9-4cbc-8586-ff7ec85fec38,5,5,5,1,1,1,1,1,1
16 GPU,4,4f8449b2-12b7-4bb5-8c1e-ceb6a3ab41e4,4,4,3,1,1,1,1,1,1
16 GPU,4,797439f4-54e7-4c11-902c-e807dbbed2a7,4,4,4,1,1,1,1,1,1
16 GPU,4,e3effc18-e7ea-4f2c-8c1c-939aaf690aa3,4,4,3,1,1,1,1,1,1
16 GPU,4,70706abf-1600-481d-ab31-ecaf39821a61,17,17,4,1,1,1,1,1,1
16 GPU,4,6b9b2b54-c560-4ebb-a7c9-335ef58e037c,11,11,4,1,1,1,1,1,1
16 GPU,4,bc11da72-8336-41ff-85f9-da1890cca631,8,8,7,1,1,1,1,1,1
16 GPU,4,68cfee20-26d7-403c-bcb5-f6eb3a6b28ab,13,13,8,1,1,1,1,1,1
16 GPU,4,0a98e880-954b-47ab-89d4-e67181690a53,6,6,2,1,1,1,1,1,1
16 GPU,4,a552974d-9f1c-4b28-a40a-3b8463aa4913,7,7,2,1,1,1,1,1,1
16 GPU,4,fcc9904b-5792-44a4-b2d2-5c8839d725ce,7,7,2,1,1,1,1,1,1
16 GPU,4,f8f797a5-1d3c-4d8c-b748-d8fd76a9fd93,5,5,2,1,1,1,1,1,1
16 GPU,4,58331a30-2126-4b9e-b464-0664e42d7cd9,6,6,2,1,1,1,1,1,1
16 GPU,4,f3199800-64f3-419f-b83c-2fa1dd95e032,5,5,3,1,1,1,1,1,1
16 GPU,4,c1bea96d-eb0e-456f-b109-951d4bb25bc0,29,29,4,1,1,1,1,1,1
16 GPU,4,186644dd-bdaf-461f-822d-2775f7cc6e51,5,5,2,1,1,1,1,1,1
16 GPU,4,205c40c1-1c5d-4e50-844a-192b66043c26,22,22,6,1,1,1,1,1,1
16 GPU,4,d61ebc3c-f2b2-4ad1-910e-b551ac2a485f,9,9,4,1,1,1,1,1,1
16 GPU,4,575709a1-1dfc-4df0-9524-634c10459861,5,5,2,1,1,1,1,1,1
16 GPU,4,586e1a98-ae75-40de-b955-c82762f0b9f8,15,15,10,1,1,1,1,1,1
16 GPU,4,35472c34-fe2f-4df7-b451-206ff712129a,1,1,1,1,1,1,1,1,1
16 GPU,4,9e6e9c1e-6b74-4a3e-9ec7-87183df9d508,7,7,2,1,1,1,1,1,1
16 GPU,4,2daa278f-d837-43f0-9e61-ce9c24a8e0bf,5,5,2,1,1,1,1,1,1
16 GPU,4,b65891b9-1a35-4d37-830c-a6eb3cc791eb,1,1,1,1,1,1,1,1,1
16 GPU,4,c50eedef-7ad7-4838-ba26-9c3d297cc45b,32,32,5,1,1,1,1,1,1
16 GPU,4,2fbf6c40-3604-43fd-9c47-c88cbd388f4a,4,4,3,1,1,1,1,1,1
16 GPU,4,43116d43-bed8-4e09-90f4-a7ea8e1440ab,16,16,7,1,1,1,1,1,1
16 GPU,4,e094b7a1-8f0c-43e9-83eb-fe3af2e76af5,19,19,7,1,1,1,1,1,1
16 GPU,4,cdfdc238-7387-4fc2-98e8-d35c33526a3c,4,4,2,1,1,1,1,1,1
16 GPU,4,5019b267-c169-4df2-ab8b-8f701d3b328b,3,3,2,1,1,1,1,1,1
16 GPU,4,b0c021d5-2c48-408d-93f3-1470f8c62daf,3,3,2,1,1,1,1,1,1
